119,連鎖店,西式,福勝亭,學士店,北區,04-22075071,臺中市北區學士路75.77號2樓(中山堂對面),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
120,連鎖店,西式,福勝亭,臺中店,中區,04-22233422,臺中市中區中正路36號2.3樓(綠川東街路口),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
121,連鎖店,西式,福勝亭,美村店,西區,04-23014821,臺中市西區美村路一段173號2樓(公益路口),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
122,連鎖店,西式,福勝亭,文心店,南屯區,04-22549303,臺中市南屯區文心路一段521號1樓,100年5月1日至今,現金回饋,自備杯子折價3元,限內用
123,連鎖店,西式,福勝亭,豐原店,豐原區,04-25200852,臺中市豐原區復興路2號B1(太平洋百貨豐原店),100年5月1日至今,現金回饋,自備杯子折價3元,限內用
124,連鎖店,西式,福勝亭,三民店,北區,04-22258691,"臺中市北區三民路三段96號2,3樓",100年5月1日至今,現金回饋,自備杯子折價3元,限內用
125,連鎖店,西式,拿坡里披薩.炸雞,復興店,南區,04-22612577,臺中市南區復興路一段462號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
126,連鎖店,西式,拿坡里披薩.炸雞,永福店,西屯區,04-24615866,臺中市西屯區永福路39號1.2樓,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
127,連鎖店,西式,拿坡里披薩.炸雞,學士店,北區,04-22011600,臺中市北區學士路81號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
128,連鎖店,西式,拿坡里披薩.炸雞,精武店,東區,04-22153388,臺中市東區精武東路113號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
129,連鎖店,西式,拿坡里披薩.炸雞,大里店,大里區,"04-24863300
04-24826012",臺中市大里區中興路二段432號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
130,連鎖店,西式,拿坡里披薩.炸雞,沙鹿店,沙鹿區,04-26633003,臺中市沙鹿區中山路439號1樓,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
131,連鎖店,西式,拿坡里披薩.炸雞,逢甲店,西屯區,04-24522700,臺中市西屯區福星路629號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
132,連鎖店,西式,拿坡里披薩.炸雞,美村店,西區,04-23018586,臺中市西區美村路一段222號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
133,連鎖店,西式,拿坡里披薩.炸雞,北屯店,北屯區,04-22323839,臺中市北屯區北屯路178號,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
134,連鎖店,西式,拿坡里披薩.炸雞,豐原店,豐原區,04-25202625,臺中市豐原區博愛街3號2樓,100年5月1日至今,現金回饋,自備杯子折價3元,內用外帶皆可
135,連鎖店,西式,風尚人文咖啡館,文心店,西屯區,04-23170482,臺中市西屯區文心路三段111號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
136,連鎖店,西式,風尚人文咖啡館,漢口店,北區,04-22315572,臺中市北區漢口路四段325號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
137,連鎖店,西式,風尚人文咖啡館,東山店,北屯區,04-22398935,臺中市北屯區東山路一段327號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
138,連鎖店,西式,風尚人文咖啡館,忠明店,南區,04-22610999,臺中市南區忠明南路118-6號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
139,連鎖店,西式,風尚人文咖啡館,豐原店,豐原區,04-25201111,臺中市豐原區新生北路100號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
140,連鎖店,西式,風尚人文咖啡館,沙鹿店,沙鹿區,04-26657588,臺中市沙鹿區光華路306號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
141,連鎖店,西式,風尚人文咖啡館,大甲店,大甲區,04-26883196,臺中市大甲區新政路482號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
142,連鎖店,西式,風尚人文咖啡館,后里店,后里區,04-25562250,臺中市后里區三豐路106-6號,101年6月25日至今,現金回饋,自備杯子折價3元,限外帶
143,連鎖店,複合式餐飲,異人館餐飲連鎖事業,東海店,西屯區,04-24638992,臺中市西屯區中港路三段118-68號(臺糖量販店),100年5月1日至今,現金回饋,自備杯子折價5元,限外帶
144,連鎖店,複合式餐飲,異人館餐飲連鎖事業,沙鹿店,沙鹿區,04-26623042,臺中市沙鹿區光華路463號,100年5月1日至今,現金回饋,自備杯子折價5元,限外帶
145,連鎖店,複合式餐飲,異人館餐飲連鎖事業,大里店,大里區,04-24854757,臺中市大里區中興路二段381號,100年5月1日至今,現金回饋,自備杯子折價5元,限外帶
146,連鎖店,火鍋,麻辣狀元,崇德店,北屯區,04-22450090,臺中市北屯區崇德路二段216號,101年6月25日至今,現金回饋,自備筷、湯匙、刀、叉打95折,限內用
147,連鎖店,火鍋,麻辣狀元,向上店,西區,04-23217228,臺中市西區向上路一段484號,101年6月25日至今,現金回饋,自備筷、湯匙、刀、叉打95折,限內用
148,連鎖店,早餐,麥味登,臺中學府店,南區,04-22292506,臺中市南區學府路138號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
149,連鎖店,早餐,麥味登,臺中美村店,西區,04-23786067,臺中市西區美村路一段602號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
150,連鎖店,早餐,麥味登,大雅學府店,大雅區,04-25661889,臺中市大雅區學府路250巷100號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
151,連鎖店,早餐,麥味登,社口店,神岡區,04-25633749,臺中市神岡區中山路745號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
152,連鎖店,早餐,麥味登,永新店,大甲區,04-26860062,臺中市大甲區蔣公路219號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
153,連鎖店,早餐,麥味登,雙興店,北區,0975-029212,臺中市北區永興街195號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
154,連鎖店,早餐,麥味登,臺中衛道店,北區,04-22359982,臺中市北區進化北路378-34號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
155,連鎖店,早餐,麥味登,臺中西墩店,西屯區,04-27011789,臺中市西屯區西屯路二段297-8巷8號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
156,連鎖店,早餐,麥味登,坪林店,太平區,04-23932772,臺中市太平區中山路二段307號,101年8月6日至今,現金回饋,自備杯子折價1元,限外帶
157,自營店,素食,如來素食,─,南區,04-22650280,臺中市南區美村南路73號,101年8月7日至今,現金回饋,自備碗、盤、餐盒折價5元,限外帶
158,自營店,素食,來來健康素食,─,南屯區,04-22522428,臺中市南屯區黎明路二段584號,102年4月11日至今,現金回饋,自備碗、盤、餐盒折價5元,限外帶
159,連鎖店,西式,超級飯桶,大里店,大里區,04-24870986,臺中市大里區益民路二段313號,102年4月11日至今,現金回饋,自備碗、盤、碟、餐盒折價2元,限外帶
160,自營店,素食,圓圓素食餐館,─,北區,04-22068969,臺中市北區五常街34號,102年4月16日至今,現金回饋,自備餐盒折價2元,限外帶
